hz,mag_db,phase,v1,v2
15.000000000000004,-2.7727065774347626,11.13652001771064,0.9984347672320265,0.7255784351505374
16.102283647611824,-2.7017557877814524,9.09516004710822,0.9991563620830818,0.732058299495689
17.28556924454313,-2.6460829825055625,7.09515655569656,0.9991149652567493,0.736735021457079
18.555809265737906,-2.5996394169184245,5.1113260857179235,0.9991742673445166,0.7407288669559475
19.919393607193022,-2.5614005955192947,3.1305331280005335,0.9991269769612885,0.7439618325754933
21.38318173009651,-2.5272347214177526,1.154943271628485,0.9990323321765504,0.7468232117984063
22.95453716709631,-2.5063949307338,-0.8277282066682714,0.999122626158631,0.7486848543664104
24.641364564282178,-2.491212613695356,-2.8244174710197516,0.9990602911610924,0.7499478546286239
26.452149445218815,-2.482355128159491,-4.841335157123638,0.9991023789473459,0.7507446338700074
28.39600089706205,-2.4812557747493877,-6.888241695240928,0.9989903384703951,0.7507554599208317
30.482697393488852,-2.487417400001934,-8.97019046106869,0.9986909578365001,0.7499982461114576
32.72273598495166,-2.5005799437786824,-11.098798686389301,0.9986382483905354,0.7488230402293922
35.12738510370705,-2.520978642606938,-13.283283936231713,0.9987172603157337,0.7471256101230868
37.708741249252334,-2.549079555545873,-15.530497571957438,0.9986850493678838,0.7446883686620525
40.47978983932408,-2.5852582071441175,-17.852451600860373,0.9985262701295888,0.7414751231369817
43.45447053256741,-2.6306765178434786,-20.253892242251066,0.9984741652850457,0.737569596776539
46.647747351479325,-2.6806101012498633,-22.71748715734852,0.99759940937234,0.7326991340867105
50.07568395837685,-2.7350943721324232,-25.285167894688033,0.996056297967125,0.7269912222963072
53.75552446306327,-2.8226914617223056,-28.070171328516935,0.9971485603452795,0.7204855805580241
57.70578016869205,-2.923465427229521,-30.88080426641348,0.9982741129275722,0.7129786707852608
61.946322692200795,-3.0314698995466087,-33.8349301468838,0.9981130607712465,0.7040544431677838
66.49848392775398,-3.157188335531163,-36.921426435230124,0.9980295973756632,0.6938794156208309
71.3851633560567,-3.3022188701854596,-40.149416607482095,0.9979581776320161,0.6823408902476996
76.6309432393553,-3.46901267918813,-43.526439933518056,0.9978076177404372,0.6692620221190864
82.26221228160935,-3.660867865942086,-47.053790650158334,0.9976982759673881,0.6545695952345338
88.30729837590204,-3.880741100348713,-50.72750540794658,0.9975742616671545,0.6381285572307065
94.79661110687096,-4.132703881776034,-54.55793807571831,0.9975101438870673,0.61984360760774
101.7627947250124,-4.41736143205879,-58.520327705461156,0.9972589367470759,0.5997080316982699
109.24089236238963,-4.742500531221586,-62.61426292292511,0.9973261108536766,0.5777130298737098
117.26852231582869,-5.107579812596558,-66.83310511873658,0.9974401141338968,0.5539975443286461
125.8860672843846,-5.516589667083155,-71.15977867151709,0.9973451285569105,0.5284647054266368
