hz,mag_db,phase,v1,v2
135.13687751303377,-5.970739780879106,-75.58034511457218,0.9972290100134082,0.5014849625542981
145.0674888644964,-6.473908042641217,-80.06776550605916,0.9971856367345664,0.47323909182714624
155.7278569161926,-7.028330268753713,-84.56772207397945,0.9972124843260448,0.4439879603242697
167.1716082599493,-7.631008523116252,-89.10063888871504,0.9971438741343038,0.41419742954600935
179.45631026861014,-8.28744565723904,-93.60868424901112,0.9969651968084084,0.38397921363716336
192.6437606865995,-8.99490056295761,-98.0597718615009,0.9970497841456151,0.35397436851982006
206.80029850121826,-9.752423041266724,-102.44597044716144,0.9970834581202446,0.32442204622552506
221.9971376584941,-10.55667309492107,-106.72758812940053,0.9971075697178224,0.29573883555431835
238.3107253023332,-11.40343612559301,-110.8836881641048,0.9968847998927289,0.26820888939646204
255.82312633908467,-12.293379059172347,-114.88436770651383,0.996849790882149,0.24208103592580255
274.62243626205185,-13.224542969928539,-118.74828235340702,0.9969226662795667,0.2174875103763393
294.8032243126503,-14.18935123323934,-122.43768417984168,0.9970380014969541,0.19464540233911676
316.46700920752164,-15.186953059395023,-125.96514622140367,0.9968448636389546,0.17349218732668908
339.7227698247265,-16.211564143933337,-129.3309258335311,0.9966414341667715,0.15415610593730905
364.68749341800566,-17.267958554050054,-132.4793507744615,0.9974465896586303,0.13661290361895922
391.48676411688615,-18.342627353607767,-135.4881774588238,0.9969181107100957,0.1206502199792194
420.2553946730537,-19.437907574465424,-138.29223626188133,0.9967984502015449,0.10634375112289038
451.13810463097064,-20.555178824666925,-140.93591451178534,0.9965144902972519,0.09348128571337816
484.2902483342576,-21.6836205602645,-143.4346269448144,0.9966231468479758,0.08210128255361929
519.8785964300391,-22.83444561278354,-145.76016483585224,0.9968600953418966,0.07193030979325574
558.0821748025872,-23.987633009578136,-147.925975041704,0.9967621786425569,0.06298105049392522
599.0931651564885,-25.157140267029835,-149.96594589362505,0.9966894593317446,0.05504309579334549
643.117871779689,-26.33698918201283,-151.86616242180452,0.9962047331969834,0.04802851310837826
690.3777593496671,-27.52646721882153,-153.63175282611158,0.9943391471204238,0.04180335873049411
741.1105670034018,-28.7294325195621,-155.29979253709482,0.9951993167907234,0.03642826130949093
795.571504275413,-29.930184063847562,-156.82408368567405,0.9948557688625815,0.031713992520822354
854.034534919995,-31.13396193452879,-158.26697244152794,0.9948194992977082,0.027608714928107476
916.7937550758662,-32.34636367588805,-159.6163561174826,0.9944327994483578,0.024002543002661917
984.1648727060499,-33.5466184304707,-160.7855480625309,0.9939188014002567,0.020893922739445406
1056.48679575524,-34.790033539797335,-161.9809190037821,0.9934460619428417,0.01809850139331812
1134.1233370138268,-35.98297457588602,-163.07592709229849,0.992517496768577,0.015761205906163048
1217.4650442648456,-37.20342391910928,-164.02767884570866,0.9918696322188643,0.013686216250911864
1306.931164920322,-38.42609599457497,-164.98877462343177,0.9910137811790202,0.011878863562255535
1402.9717550300504,-39.669816645838196,-165.89064693486296,0.9901509076230477,0.010285148288387965
1506.0699432721083,-40.91081155814262,-166.65975596662378,0.9890771569608756,0.008906141562031313
1616.7443613140094,-42.156661163679985,-167.38432920459297,0.9878841387244293,0.007706779870287351
1735.551752770345,-43.417803981379144,-168.2527003838111,0.9865341032763498,0.0066561316597386205
1863.0897738811964,-44.53229366170081,-168.84543791064146,0.9850046034305824,0.005845525738475582
2000.0000000000002,-45.80832395389561,-169.58581014171338,0.983528197418969,0.005039304690519662
