hz,v_rms_per_rthz
1154.00,9.5307e-07
1155.00,1.0800e-06
1156.00,1.0098e-06
1157.00,9.3951e-07
1158.00,9.4762e-07
1159.00,8.6113e-07
1160.00,8.8176e-07
1161.00,1.0068e-06
1162.00,9.7113e-07
1163.00,7.3197e-07
1164.00,9.6342e-07
1165.00,8.7404e-07
1166.00,7.9900e-07
1167.00,9.7649e-07
1168.00,9.3130e-07
1169.00,8.7946e-07
1170.00,9.3783e-07
1171.00,9.2788e-07
1172.00,8.6271e-07
1173.00,1.0491e-06
1174.00,8.2211e-07
1175.00,1.1266e-06
1176.00,9.8340e-07
1177.00,8.6745e-07
1178.00,1.0007e-06
1179.00,9.9834e-07
1180.00,1.0600e-06
1181.00,1.0265e-06
1182.00,7.9870e-07
1183.00,9.7181e-07
1184.00,1.0640e-06
1185.00,9.9311e-07
1186.00,9.4626e-07
1187.00,9.8685e-07
1188.00,1.1306e-06
1189.00,8.4701e-07
1190.00,7.2298e-07
1191.00,9.2955e-07
1192.00,7.5334e-07
1193.00,8.2261e-07
1194.00,6.7613e-07
1195.00,9.8492e-07
1196.00,9.3706e-07
1197.00,9.6500e-07
1198.00,7.3468e-07
1199.00,7.5893e-07
1200.00,8.6866e-07
1201.00,7.8669e-07
1202.00,1.0228e-06
1203.00,9.2540e-07
1204.00,6.7885e-07
1205.00,7.6215e-07
1206.00,9.3433e-07
1207.00,9.3979e-07
1208.00,9.6350e-07
1209.00,9.6230e-07
1210.00,9.2901e-07
1211.00,9.4015e-07
1212.00,8.5569e-07
1213.00,9.5478e-07
1214.00,7.9307e-07
1215.00,8.9301e-07
1216.00,8.6129e-07
1217.00,7.6679e-07
1218.00,7.8156e-07
1219.00,1.0085e-06
1220.00,8.6510e-07
1221.00,9.3486e-07
1222.00,8.8836e-07
1223.00,9.7366e-07
1224.00,9.4017e-07
1225.00,8.9477e-07
1226.00,9.6373e-07
1227.00,9.9842e-07
1228.00,9.8346e-07
1229.00,1.0010e-06
1230.00,1.0922e-06
1231.00,7.9763e-07
1232.00,9.7388e-07
1233.00,9.7406e-07
1234.00,8.8183e-07
1235.00,7.2313e-07
1236.00,8.3649e-07
1237.00,1.0239e-06
1238.00,9.6493e-07
1239.00,8.2749e-07
1240.00,9.0214e-07
1241.00,8.6038e-07
1242.00,8.2106e-07
1243.00,8.6139e-07
1244.00,8.9462e-07
1245.00,1.1295e-06
1246.00,9.2798e-07
1247.00,8.7845e-07
1248.00,9.8624e-07
1249.00,9.5428e-07
1250.00,9.6998e-07
1251.00,8.9031e-07
1252.00,9.6241e-07
1253.00,8.7169e-07
1254.00,9.8421e-07
1255.00,1.0938e-06
1256.00,1.2231e-06
1257.00,1.1133e-06
1258.00,1.0879e-06
1259.00,9.8163e-07
1260.00,8.5760e-07
1261.00,8.2577e-07
1262.00,9.8050e-07
1263.00,1.0412e-06
1264.00,8.9948e-07
1265.00,8.5984e-07
1266.00,8.9069e-07
1267.00,9.1525e-07
1268.00,9.3929e-07
1269.00,8.8533e-07
1270.00,9.8531e-07
1271.00,8.9191e-07
1272.00,9.6092e-07
1273.00,9.5098e-07
1274.00,9.1334e-07
1275.00,9.0175e-07
1276.00,7.9746e-07
1277.00,8.1165e-07
1278.00,9.8869e-07
1279.00,8.7391e-07
1280.00,1.1107e-06
1281.00,9.0084e-07
1282.00,8.3953e-07
1283.00,9.2754e-07
1284.00,9.7037e-07
1285.00,8.3642e-07
1286.00,8.0597e-07
1287.00,8.5229e-07
1288.00,1.0121e-06
1289.00,8.8785e-07
1290.00,1.0469e-06
1291.00,8.5981e-07
1292.00,8.4926e-07
1293.00,8.8754e-07
1294.00,8.7065e-07
1295.00,1.0612e-06
1296.00,1.0133e-06
1297.00,8.9255e-07
1298.00,9.0562e-07
1299.00,9.2816e-07
1300.00,1.0404e-06
1301.00,7.4945e-07
1302.00,1.0456e-06
1303.00,1.0608e-06
1304.00,8.8374e-07
1305.00,6.5969e-07
1306.00,1.0179e-06
1307.00,8.2102e-07
1308.00,1.0915e-06
1309.00,9.6627e-07
1310.00,8.7281e-07
1311.00,1.1017e-06
1312.00,8.1061e-07
1313.00,9.9594e-07
1314.00,8.7858e-07
1315.00,9.2014e-07
1316.00,9.8340e-07
1317.00,8.1618e-07
1318.00,8.7894e-07
1319.00,1.0214e-06
1320.00,9.2033e-07
1321.00,8.5954e-07
1322.00,8.4384e-07
1323.00,8.7122e-07
1324.00,8.4268e-07
1325.00,9.0854e-07
1326.00,9.2760e-07
1327.00,8.5926e-07
1328.00,9.5315e-07
1329.00,7.9293e-07
1330.00,8.8384e-07
1331.00,8.6109e-07
1332.00,9.4850e-07
1333.00,8.8005e-07
1334.00,1.0165e-06
1335.00,7.4484e-07
1336.00,8.7799e-07
1337.00,9.3945e-07
1338.00,8.5923e-07
1339.00,9.1989e-07
1340.00,9.6424e-07
1341.00,9.1891e-07
1342.00,8.1060e-07
1343.00,9.9400e-07
1344.00,8.4303e-07
1345.00,9.7202e-07
1346.00,1.0081e-06
1347.00,8.2468e-07
1348.00,8.9661e-07
1349.00,9.4320e-07
1350.00,1.0164e-06
1351.00,7.5560e-07
1352.00,8.7417e-07
1353.00,8.9958e-07
1354.00,1.0929e-06
1355.00,9.8316e-07
1356.00,8.7207e-07
1357.00,8.7435e-07
1358.00,7.5428e-07
1359.00,9.4695e-07
1360.00,9.8954e-07
1361.00,9.3796e-07
1362.00,8.7389e-07
1363.00,8.8594e-07
1364.00,9.6705e-07
1365.00,6.9704e-07
1366.00,7.0850e-07
1367.00,7.5016e-07
1368.00,8.2896e-07
1369.00,9.2242e-07
1370.00,1.0466e-06
1371.00,9.2967e-07
1372.00,7.4653e-07
1373.00,8.9370e-07
1374.00,1.2557e-06
1375.00,9.9388e-07
1376.00,1.0901e-06
1377.00,8.7868e-07
1378.00,1.0661e-06
1379.00,7.0154e-07
1380.00,7.4679e-07
1381.00,9.9584e-07
1382.00,8.9895e-07
1383.00,9.5848e-07
1384.00,9.1461e-07
1385.00,8.5134e-07
1386.00,1.0227e-06
1387.00,7.1905e-07
1388.00,8.4609e-07
1389.00,9.1435e-07
1390.00,7.8324e-07
1391.00,9.1353e-07
1392.00,9.5031e-07
1393.00,1.1179e-06
1394.00,7.4869e-07
1395.00,7.8352e-07
1396.00,8.5825e-07
1397.00,9.2293e-07
1398.00,9.8985e-07
1399.00,9.4279e-07
1400.00,8.9577e-07
1401.00,8.0265e-07
1402.00,8.9517e-07
1403.00,7.2037e-07
1404.00,8.4650e-07
1405.00,7.7131e-07
1406.00,9.6702e-07
1407.00,9.8723e-07
1408.00,9.4077e-07
1409.00,8.6905e-07
1410.00,9.1549e-07
1411.00,9.3691e-07
1412.00,1.0294e-06
1413.00,8.3384e-07
1414.00,7.7081e-07
1415.00,8.1085e-07
1416.00,8.4380e-07
1417.00,8.7082e-07
1418.00,7.7740e-07
1419.00,1.1873e-06
1420.00,9.4109e-07
1421.00,8.4647e-07
1422.00,7.8786e-07
1423.00,8.7889e-07
1424.00,8.4694e-07
1425.00,8.2915e-07
1426.00,8.1820e-07
1427.00,9.0452e-07
1428.00,8.7737e-07
1429.00,7.9618e-07
1430.00,7.6164e-07
1431.00,6.5955e-07
1432.00,9.0553e-07
1433.00,8.6436e-07
1434.00,7.7523e-07
1435.00,7.6542e-07
1436.00,8.2829e-07
1437.00,7.7457e-07
1438.00,8.6579e-07
1439.00,9.4217e-07
1440.00,8.4596e-07
1441.00,9.3783e-07
1442.00,1.2177e-06
1443.00,7.6301e-07
1444.00,7.8285e-07
1445.00,9.6037e-07
1446.00,8.1429e-07
1447.00,9.6596e-07
1448.00,1.0011e-06
1449.00,9.2333e-07
1450.00,9.7635e-07
1451.00,9.2141e-07
1452.00,8.7847e-07
1453.00,8.5431e-07
1454.00,7.9927e-07
1455.00,7.9761e-07
1456.00,7.4301e-07
1457.00,7.6229e-07
1458.00,9.3730e-07
1459.00,8.9252e-07
1460.00,1.1015e-06
1461.00,8.9586e-07
1462.00,1.1778e-06
1463.00,1.0105e-06
1464.00,9.1815e-07
1465.00,9.2767e-07
1466.00,7.8288e-07
1467.00,7.5367e-07
1468.00,1.0658e-06
1469.00,9.4365e-07
1470.00,1.0310e-06
1471.00,1.0220e-06
1472.00,1.0701e-06
1473.00,6.9011e-07
1474.00,9.1205e-07
1475.00,9.3472e-07
1476.00,9.1190e-07
1477.00,1.0692e-06
1478.00,9.5550e-07
1479.00,7.4391e-07
1480.00,7.5769e-07
1481.00,7.5281e-07
1482.00,8.3690e-07
1483.00,8.4900e-07
1484.00,6.6705e-07
1485.00,7.1635e-07
1486.00,7.9722e-07
1487.00,8.5120e-07
1488.00,8.1074e-07
1489.00,7.5322e-07
1490.00,8.0581e-07
1491.00,9.1870e-07
1492.00,8.5377e-07
1493.00,8.3111e-07
1494.00,8.7926e-07
1495.00,8.4004e-07
1496.00,5.6724e-07
1497.00,8.5357e-07
1498.00,9.2440e-07
1499.00,1.0888e-06
1500.00,8.3672e-07
1501.00,8.0603e-07
1502.00,8.4650e-07
1503.00,9.4339e-07
1504.00,1.1574e-06
1505.00,8.3498e-07
1506.00,7.6451e-07
1507.00,7.2878e-07
1508.00,7.8607e-07
1509.00,9.2131e-07
1510.00,9.3465e-07
1511.00,8.8997e-07
1512.00,6.9436e-07
1513.00,8.1958e-07
1514.00,7.1227e-07
1515.00,8.9319e-07
1516.00,7.9154e-07
1517.00,1.0041e-06
1518.00,8.9930e-07
1519.00,1.0737e-06
1520.00,1.1385e-06
1521.00,9.2766e-07
1522.00,9.3584e-07
1523.00,1.0796e-06
1524.00,1.0237e-06
1525.00,9.4534e-07
1526.00,9.7608e-07
1527.00,7.8739e-07
1528.00,9.4861e-07
1529.00,7.7973e-07
1530.00,8.4434e-07
1531.00,8.2711e-07
1532.00,1.0948e-06
1533.00,7.5361e-07
1534.00,9.5950e-07
1535.00,1.0499e-06
1536.00,9.0141e-07
1537.00,8.9397e-07
1538.00,9.7624e-07
1539.00,1.0156e-06
1540.00,9.3505e-07
1541.00,7.2094e-07
1542.00,9.3289e-07
1543.00,1.0807e-06
1544.00,8.6440e-07
1545.00,6.6666e-07
1546.00,9.5963e-07
1547.00,7.7101e-07
1548.00,8.3653e-07
1549.00,8.4778e-07
1550.00,9.0683e-07
1551.00,7.8422e-07
1552.00,9.2201e-07
1553.00,8.3087e-07
1554.00,8.8235e-07
1555.00,8.6436e-07
1556.00,1.0608e-06
1557.00,8.0186e-07
1558.00,1.0649e-06
1559.00,7.8131e-07
1560.00,1.0337e-06
1561.00,8.1911e-07
1562.00,9.6925e-07
1563.00,1.0062e-06
1564.00,7.4444e-07
1565.00,6.2964e-07
1566.00,7.7669e-07
1567.00,9.2732e-07
1568.00,9.2465e-07
1569.00,8.9696e-07
1570.00,7.1797e-07
1571.00,8.8823e-07
1572.00,8.6305e-07
1573.00,1.0978e-06
1574.00,7.9749e-07
1575.00,8.5691e-07
1576.00,1.1224e-06
1577.00,9.3425e-07
1578.00,1.1112e-06
1579.00,1.0147e-06
1580.00,9.9711e-07
1581.00,9.1866e-07
1582.00,9.8783e-07
1583.00,1.1226e-06
1584.00,9.5169e-07
1585.00,1.0998e-06
1586.00,9.4779e-07
1587.00,8.5540e-07
1588.00,9.2086e-07
1589.00,1.2454e-06
1590.00,8.9794e-07
1591.00,7.7931e-07
1592.00,7.4052e-07
1593.00,8.2807e-07
1594.00,8.6713e-07
1595.00,9.4231e-07
1596.00,9.5761e-07
1597.00,9.7144e-07
1598.00,8.7061e-07
1599.00,8.8913e-07
1600.00,8.5432e-07
1601.00,1.0580e-06
1602.00,9.5523e-07
1603.00,7.3342e-07
1604.00,8.7974e-07
1605.00,8.1897e-07
1606.00,9.1584e-07
1607.00,9.4179e-07
1608.00,8.0732e-07
1609.00,7.9899e-07
1610.00,9.4431e-07
1611.00,9.8295e-07
1612.00,9.0248e-07
1613.00,8.1280e-07
1614.00,8.1778e-07
1615.00,1.0011e-06
1616.00,8.4682e-07
1617.00,9.2899e-07
1618.00,9.2515e-07
1619.00,1.0064e-06
1620.00,9.0667e-07
1621.00,8.3164e-07
1622.00,9.3394e-07
1623.00,1.0611e-06
1624.00,8.8618e-07
1625.00,1.0284e-06
1626.00,9.5278e-07
1627.00,8.3698e-07
1628.00,7.7066e-07
1629.00,1.0109e-06
1630.00,7.3390e-07
1631.00,9.5257e-07
1632.00,9.0943e-07
1633.00,7.2780e-07
1634.00,8.9468e-07
1635.00,1.0673e-06
1636.00,9.4364e-07
1637.00,9.3640e-07
1638.00,9.6883e-07
1639.00,1.0220e-06
1640.00,8.8473e-07
1641.00,8.1383e-07
1642.00,9.6468e-07
1643.00,9.8584e-07
1644.00,1.0118e-06
1645.00,1.0601e-06
1646.00,8.9365e-07
1647.00,8.9041e-07
1648.00,7.4719e-07
1649.00,8.1956e-07
1650.00,8.5397e-07
1651.00,8.9337e-07
1652.00,9.4180e-07
1653.00,9.1648e-07
1654.00,9.0210e-07
1655.00,1.0024e-06
1656.00,9.0100e-07
1657.00,1.0392e-06
1658.00,1.0018e-06
1659.00,8.4545e-07
1660.00,9.8236e-07
1661.00,1.0418e-06
1662.00,6.7031e-07
1663.00,6.7643e-07
1664.00,7.4659e-07
1665.00,7.2842e-07
1666.00,9.8976e-07
1667.00,7.9451e-07
1668.00,1.0105e-06
1669.00,8.5895e-07
1670.00,9.7059e-07
1671.00,8.2379e-07
1672.00,9.8935e-07
1673.00,8.5243e-07
1674.00,9.6240e-07
1675.00,8.7785e-07
1676.00,8.2650e-07
1677.00,8.3855e-07
1678.00,9.2516e-07
1679.00,8.8507e-07
1680.00,1.0538e-06
1681.00,9.5026e-07
1682.00,1.0447e-06
1683.00,6.6537e-07
1684.00,8.6596e-07
1685.00,9.5927e-07
1686.00,1.0748e-06
1687.00,8.5024e-07
1688.00,9.1176e-07
1689.00,8.8899e-07
1690.00,9.0452e-07
1691.00,8.7202e-07
1692.00,7.3524e-07
1693.00,8.4627e-07
1694.00,8.3781e-07
1695.00,1.0533e-06
1696.00,1.0175e-06
1697.00,8.3069e-07
1698.00,1.0265e-06
1699.00,1.0233e-06
1700.00,8.1498e-07
1701.00,8.9458e-07
1702.00,7.4301e-07
1703.00,9.5732e-07
1704.00,1.0697e-06
1705.00,9.4571e-07
1706.00,7.8236e-07
1707.00,8.3617e-07
1708.00,1.0893e-06
1709.00,9.3605e-07
1710.00,8.1702e-07
1711.00,1.0724e-06
1712.00,7.8994e-07
1713.00,8.8853e-07
1714.00,9.6197e-07
1715.00,8.3646e-07
1716.00,8.1852e-07
1717.00,7.9551e-07
1718.00,8.3303e-07
1719.00,8.6091e-07
1720.00,1.0201e-06
1721.00,9.6414e-07
1722.00,1.0066e-06
1723.00,9.5705e-07
1724.00,7.8482e-07
1725.00,9.0131e-07
1726.00,1.0590e-06
1727.00,1.0423e-06
1728.00,7.7746e-07
1729.00,8.7216e-07
1730.00,1.0097e-06
1731.00,8.1899e-07
1732.00,9.1798e-07
1733.00,8.7997e-07
1734.00,8.5263e-07
1735.00,8.3579e-07
1736.00,7.7540e-07
1737.00,9.2352e-07
1738.00,8.4711e-07
1739.00,7.9042e-07
1740.00,8.5437e-07
1741.00,7.9201e-07
1742.00,7.8444e-07
1743.00,7.7960e-07
1744.00,5.5524e-07
1745.00,9.6007e-07
1746.00,9.7670e-07
1747.00,7.5209e-07
1748.00,1.1270e-06
1749.00,9.9301e-07
1750.00,1.0558e-06
1751.00,1.0980e-06
1752.00,9.3410e-07
1753.00,9.4439e-07
1754.00,1.1205e-06
1755.00,8.0964e-07
1756.00,9.7218e-07
1757.00,7.1011e-07
1758.00,9.9010e-07
1759.00,9.6230e-07
1760.00,1.0269e-06
1761.00,7.4076e-07
1762.00,6.8639e-07
1763.00,8.1174e-07
1764.00,9.0953e-07
1765.00,7.5909e-07
1766.00,9.7563e-07
1767.00,9.3782e-07
1768.00,6.8184e-07
1769.00,9.2532e-07
1770.00,8.1901e-07
1771.00,9.0520e-07
1772.00,8.9048e-07
1773.00,7.6603e-07
1774.00,8.9181e-07
1775.00,9.8477e-07
1776.00,9.5718e-07
1777.00,9.0453e-07
1778.00,9.4813e-07
1779.00,8.9658e-07
1780.00,8.1537e-07
1781.00,9.5726e-07
1782.00,9.0769e-07
1783.00,8.6684e-07
1784.00,8.9957e-07
1785.00,8.0785e-07
1786.00,9.8558e-07
1787.00,1.0142e-06
1788.00,7.0741e-07
1789.00,9.6842e-07
1790.00,8.4365e-07
1791.00,6.6880e-07
1792.00,7.9184e-07
1793.00,7.2958e-07
1794.00,7.2631e-07
1795.00,9.7919e-07
1796.00,8.0029e-07
1797.00,8.6194e-07
1798.00,9.5543e-07
1799.00,7.6576e-07
1800.00,9.3352e-07
1801.00,7.5367e-07
1802.00,8.6354e-07
1803.00,7.5715e-07
1804.00,9.6035e-07
1805.00,8.7257e-07
1806.00,9.6359e-07
1807.00,7.3825e-07
1808.00,8.8310e-07
1809.00,9.6458e-07
1810.00,9.5355e-07
1811.00,8.6022e-07
1812.00,8.7662e-07
1813.00,8.9148e-07
1814.00,1.0388e-06
1815.00,8.6791e-07
1816.00,1.0598e-06
1817.00,9.4259e-07
1818.00,7.5757e-07
1819.00,7.1953e-07
1820.00,1.0400e-06
1821.00,9.6804e-07
1822.00,9.3468e-07
1823.00,9.3397e-07
1824.00,9.3746e-07
1825.00,1.0284e-06
1826.00,1.0371e-06
1827.00,6.8906e-07
1828.00,8.9555e-07
1829.00,1.0056e-06
1830.00,9.9733e-07
1831.00,9.9577e-07
1832.00,9.0019e-07
1833.00,9.6375e-07
1834.00,9.6464e-07
1835.00,8.6738e-07
1836.00,1.0026e-06
1837.00,8.9577e-07
1838.00,9.3069e-07
1839.00,8.3161e-07
1840.00,8.1889e-07
1841.00,8.7045e-07
1842.00,1.0705e-06
1843.00,1.0338e-06
1844.00,7.8318e-07
1845.00,8.4084e-07
1846.00,8.7949e-07
1847.00,8.5198e-07
1848.00,9.2002e-07
1849.00,7.0353e-07
1850.00,9.8653e-07
1851.00,9.4325e-07
1852.00,1.0367e-06
1853.00,6.8205e-07
1854.00,9.1322e-07
1855.00,8.5645e-07
1856.00,9.5660e-07
1857.00,8.2858e-07
1858.00,8.6138e-07
1859.00,9.5059e-07
1860.00,1.0472e-06
1861.00,8.8411e-07
1862.00,7.4152e-07
1863.00,6.5209e-07
1864.00,6.7889e-07
1865.00,8.2483e-07
1866.00,8.3773e-07
1867.00,8.8227e-07
1868.00,8.1575e-07
1869.00,8.5318e-07
1870.00,8.6182e-07
1871.00,1.0099e-06
1872.00,8.6077e-07
1873.00,8.5506e-07
1874.00,9.5726e-07
1875.00,9.6526e-07
1876.00,8.1218e-07
1877.00,9.9471e-07
1878.00,1.0962e-06
1879.00,8.0429e-07
1880.00,7.9632e-07
1881.00,8.4497e-07
1882.00,9.5397e-07
1883.00,9.4759e-07
1884.00,7.6427e-07
1885.00,8.8697e-07
1886.00,8.5763e-07
1887.00,8.7510e-07
1888.00,9.1821e-07
1889.00,9.7561e-07
1890.00,9.5595e-07
1891.00,7.8091e-07
1892.00,9.2924e-07
1893.00,1.1764e-06
1894.00,9.6670e-07
1895.00,8.0442e-07
1896.00,9.7296e-07
1897.00,8.6421e-07
1898.00,8.4101e-07
1899.00,7.0525e-07
1900.00,9.2160e-07
1901.00,7.7147e-07
1902.00,7.7791e-07
1903.00,5.8700e-07
1904.00,9.4141e-07
1905.00,8.6830e-07
1906.00,8.9111e-07
1907.00,8.5678e-07
1908.00,8.4228e-07
1909.00,8.0374e-07
1910.00,8.5629e-07
1911.00,1.1214e-06
1912.00,9.4048e-07
1913.00,1.0871e-06
1914.00,9.1062e-07
1915.00,8.2767e-07
1916.00,7.7180e-07
1917.00,7.6662e-07
1918.00,9.6930e-07
1919.00,7.8822e-07
1920.00,8.8802e-07
1921.00,8.1626e-07
1922.00,7.0236e-07
1923.00,8.6744e-07
1924.00,8.7491e-07
1925.00,8.8141e-07
1926.00,7.6748e-07
1927.00,7.5977e-07
1928.00,7.4544e-07
1929.00,1.1369e-06
1930.00,7.7618e-07
1931.00,1.0604e-06
1932.00,7.1243e-07
1933.00,7.3830e-07
1934.00,1.0478e-06
1935.00,1.0359e-06
1936.00,7.8097e-07
1937.00,8.6526e-07
1938.00,7.3525e-07
1939.00,9.4202e-07
1940.00,8.7782e-07
1941.00,9.0008e-07
1942.00,1.0832e-06
1943.00,8.7592e-07
1944.00,9.5627e-07
1945.00,1.0895e-06
1946.00,9.0344e-07
1947.00,9.3751e-07
1948.00,8.2552e-07
1949.00,8.4697e-07
1950.00,7.6164e-07
1951.00,1.0912e-06
1952.00,8.4199e-07
1953.00,8.0113e-07
1954.00,8.4566e-07
1955.00,1.0478e-06
1956.00,8.6016e-07
1957.00,7.5327e-07
1958.00,9.0701e-07
1959.00,7.1729e-07
1960.00,9.3539e-07
1961.00,9.7716e-07
1962.00,9.1856e-07
1963.00,7.4746e-07
1964.00,1.0379e-06
1965.00,9.1404e-07
1966.00,8.2043e-07
1967.00,9.6942e-07
1968.00,8.6142e-07
1969.00,9.9318e-07
1970.00,9.8009e-07
1971.00,9.0599e-07
1972.00,7.5374e-07
1973.00,8.2733e-07
1974.00,8.7429e-07
1975.00,9.1104e-07
1976.00,7.9873e-07
1977.00,9.3951e-07
1978.00,7.9667e-07
1979.00,7.1066e-07
1980.00,9.4813e-07
1981.00,9.0452e-07
1982.00,9.1367e-07
1983.00,1.0033e-06
1984.00,6.8444e-07
1985.00,8.4493e-07
1986.00,7.6394e-07
1987.00,8.5855e-07
1988.00,8.3911e-07
1989.00,7.6796e-07
1990.00,7.4225e-07
1991.00,9.3784e-07
1992.00,8.7135e-07
1993.00,8.3765e-07
1994.00,8.7733e-07
1995.00,1.0602e-06
1996.00,9.8464e-07
1997.00,9.2251e-07
1998.00,1.1051e-06
1999.00,8.3337e-07
2000.00,1.1228e-06
