hz,v1,v2,mag_db,phase
15.000000000000004,0.9971604996316439,0.7249540243209199,-2.7690920300041184,-169.75040857708493
17.0050090612775,0.9976906723159231,0.7349682362390217,-2.6545468338239866,-173.4192767255208
19.27802221160867,0.9976890976429351,0.7416548823590645,-2.5758673277252946,-177.1270692496429
21.85486282612762,0.9976682121214011,0.7462541569048996,-2.5219874310221364,179.3529923172835
24.776142692751808,0.9976384673880927,0.7485843715718401,-2.494648610817344,175.19689380931695
28.087902066249917,0.9975934977564463,0.7493866952703324,-2.484952629713641,171.72613900285714
31.842335276590322,0.9975426723013333,0.7483044866079199,-2.4970626724773144,168.10558041613743
36.09861332737699,0.997419308438322,0.7447617604301563,-2.537208027659993,163.49215158140544
40.923816448773245,0.9973798998069705,0.739620746698227,-2.597030536399002,159.57970276239072
46.39399130222974,0.9972261797688038,0.7313816606474206,-2.6929921021227643,154.50847729735034
52.59534949888308,0.9971640902625014,0.7210288705792162,-2.81627951579254,149.95329771996398
59.625626320637615,0.9966720958908727,0.7066943744542854,-2.9864133036155973,144.42919060896685
67.5956210577859,0.996442577609,0.6889380112309311,-3.2054425893731535,138.85544091367495
76.6309432393553,0.9960081304188345,0.6664266112179353,-3.4902110587760653,132.66805231793708
86.87399227729861,0.9957161911165018,0.6353759167813258,-3.902096395947792,122.88702487899415
98.486201724321,0.9952978000615367,0.6055402528679332,-4.316200525453635,118.67953783620732
111.65058351552554,0.9946813649551726,0.5653057726104322,-4.9080112274564005,109.88134438589611
126.57461229189539,0.9939270930894811,0.5202028226443841,-5.623636493338463,101.35101938715012
143.49349526342456,0.9931600675473214,0.47133931660734907,-6.473711631116404,93.19263325322514
162.6738791459277,0.9921379891137998,0.4187642935742089,-7.49204870386325,84.35382798998813
184.41805259397734,0.9914276003182132,0.36526404686278735,-8.673081571416777,75.64644555892924
209.06871036158242,0.9904590132948421,0.3096924448118662,-10.098117958877413,64.2152433158943
237.0143542752208,0.9896989698152325,0.25832975475434294,-11.666573731041009,54.098863869621496
268.6954161401975,0.988958057215219,0.21575060926764086,-13.224516845500808,48.08667313203813
304.61119907918595,0.9877555438854935,0.16196606893918114,-15.704508685612426,28.24365571085821
345.32774670054425,0.9876300968373701,0.1366835100250509,-17.177563862684895,26.962416196740453
391.48676411688615,0.9876178391412423,0.11058796220589898,-19.017621409464613,22.28547449663951
443.8157314118577,0.9875447933347231,0.08756150253490345,-21.044871964901184,16.151547018933154
503.13936894640915,0.9872743290829722,0.062124092440097416,-24.023555749260993,0.21317002303061366
570.3926352012757,0.986892519377519,0.04309982095401043,-27.195887820647204,-12.63910837303615
646.6354620055765,0.9875229017598633,0.039989500545763466,-27.852023924031847,-4.249049509173791
733.0694593832122,0.9868038459216842,0.022602868614629335,-32.801345456726764,-27.56934084461316
831.0568532904886,0.987516660890357,0.021516210677454503,-33.23557287012227,-20.15039441445851
942.1419547094353,0.9867321242132586,0.015272008953676018,-36.206061947822036,-28.033027375763567
1068.0754984562423,0.9834824127884989,0.01084091532776517,-39.154012912169485,-34.59209804666631
1210.8422352917926,0.986460085582356,0.00596247737525055,-44.37305546580361,-48.405167337313834
1372.6922121942962,0.986978760543222,0.004420283331994735,-46.97715398362537,-51.4633660640712
1556.176233780605,0.9876596099419634,0.002018590809326208,-53.79118004420511,-62.05693377550895
1764.1860637589243,0.9865335680403079,0.00034601409804388465,-69.10036146297242,-63.412784307237054
2000.0000000000002,0.9785097695772395,0.005006483816719243,-45.82064698819589,11.807398890249365
