hz,mag_db,phase,v1,v2
15.000000000000004,-3.1074799024326056,4.228587353984324,0.9994859135023257,0.6988801129489881
16.102283647611824,-3.0353267771225267,1.7769749905795573,0.9992784088229411,0.7045635392725197
17.28556924454313,-2.987055792874215,-0.6821357203167353,0.9990845213392506,0.7083525161761721
18.555809265737906,-2.947959738178864,-3.170624859487561,0.9992881910868073,0.7116931213912563
19.919393607193022,-2.9179074191487864,-5.698464729384926,0.9993974873250173,0.714237884500804
21.38318173009651,-2.896179995330674,-8.275807311286218,0.9993586433575108,0.7159989298872845
22.95453716709631,-2.8829204430834627,-10.914562447691663,0.9992477364222445,0.7170132000097276
24.641364564282178,-2.8782163674624743,-13.628838121398546,0.9992698591361883,0.7174175056566666
26.452149445218815,-2.88265833338909,-16.429176324731834,0.9992542348634541,0.7170395003971711
28.39600089706205,-2.8964482720317846,-19.33269819524615,0.9991570964251187,0.7158324199903899
30.482697393488852,-2.9205669717626748,-22.354201305900855,0.9991569822068594,0.7138473950239481
32.72273598495166,-2.956629246103912,-25.509098231907227,0.9990370258662923,0.7108044234863665
35.12738510370705,-3.0065662918941243,-28.81483535639223,0.9990355408636075,0.7067285304211557
37.708741249252334,-3.071722397077175,-32.285500314137245,0.9989215827936822,0.7013669172104101
40.47978983932408,-3.155646465770565,-35.937784711248625,0.9988408714695753,0.694566737993445
43.45447053256741,-3.2616046236269858,-39.78820913507385,0.9988365227714722,0.6861422824976452
46.647747351479325,-3.3980567998075046,-43.81851017643874,0.9995630331397194,0.6759387530929308
50.07568395837685,-3.5723212212245663,-48.10522217923772,1.001180344083036,0.6635845310813779
53.75552446306327,-3.7567853877118997,-52.60084648713569,0.9991790267342613,0.6483418262850694
57.70578016869205,-3.992085795743096,-57.35984334061059,0.9984750351790679,0.6305694424611761
61.946322692200795,-4.281585176149309,-62.28808848716906,0.998383589710699,0.6098431853020041
66.49848392775398,-4.626784089700051,-67.41051473306199,0.9983693100634754,0.5860734097554784
71.3851633560567,-5.032834303814858,-72.69413269101935,0.9983324682120553,0.5592853976027193
76.6309432393553,-5.506087831597356,-78.09182628713964,0.9983819342463791,0.529654080236036
82.26221228160935,-6.048923674319953,-83.55784652716333,0.9983647681449893,0.49755725460933853
88.30729837590204,-6.6645424336992285,-89.03333802367418,0.9983487362062798,0.4635057763447963
94.79661110687096,-7.348553590397598,-94.44381009178431,0.9980845927787182,0.4282917136681772
101.7627947250124,-8.110984873026634,-99.75978416806913,0.9983770096678676,0.3924147543512527
109.24089236238963,-8.933753587995373,-104.9280577768568,0.9982557831161907,0.3569062518273759
117.26852231582869,-9.81953385723087,-109.88662149629872,0.9982560202663397,0.3223036658396217
125.8860672843846,-10.759452188571865,-114.60834957615538,0.9983153634088322,0.2892645047505056
135.13687751303377,-11.74625258547777,-119.0842537528666,0.9981936004912871,0.25816784640953855
145.0674888644964,-12.773317869330343,-123.297505535764,0.9981254766957482,0.2293608278272288
155.7278569161926,-13.83735014650821,-127.23477292453398,0.9983143985134193,0.20295503389045794
167.1716082599493,-14.9306410438728,-130.92533145395336,0.9982735905654007,0.17894416016046313
179.45631026861014,-16.048386419157136,-134.36173268983651,0.9984498633441753,0.15736456331302942
192.6437606865995,-17.189151182982997,-137.5406106408536,0.9984304669046956,0.13799401975666067
206.80029850121826,-18.345373859221322,-140.48925252713727,0.9983003042149,0.12077930062703407
221.9971376584941,-19.514768276660043,-143.23882590841268,0.9983291055143032,0.10556873534655922
238.3107253023332,-20.697054728317035,-145.77451283574933,0.998366176630261,0.09213764821589278
255.82312633908467,-21.889513040593638,-148.13456600209025,0.9980214582140791,0.08029051193803886
274.62243626205185,-23.0953013006819,-150.2856166206076,0.9980983240173563,0.06988890905155881
294.8032243126503,-24.301060505221784,-152.30233892582257,0.9980735726390206,0.06082883950711723
316.46700920752164,-25.514432294792048,-154.1628979010704,0.9978178106107903,0.05288465029689579
339.7227698247265,-26.734668669138774,-155.86998560600713,0.9975131319803103,0.045939386205468766
364.68749341800566,-27.964227757619366,-157.47328034909765,0.9980992972383314,0.03989903224153707
391.48676411688615,-29.19073286587293,-158.96931730251927,0.9974991099824619,0.03462389113417599
420.2553946730537,-30.426373595975626,-160.3444787332802,0.9973794250035739,0.030029059129046434
451.13810463097064,-31.649808905738027,-161.60458707096018,0.9968447671883681,0.026069763307880193
484.2902483342576,-32.879019839464114,-162.775424881805,0.9971066674466113,0.02263552794563555
519.8785964300391,-34.145040013504314,-163.8337826455458,0.9971723974385245,0.019566729794620832
558.0821748025872,-35.38298311024636,-164.8468893503223,0.9971890970925111,0.01696791054562248
599.0931651564885,-36.581975605069005,-165.80466446837818,0.9968564893292203,0.014775216732895367
643.117871779689,-37.82075881871766,-166.61451192907322,0.9965732475644851,0.012807704049006378
690.3777593496671,-39.04773524934115,-167.41004277353798,0.9946149383911932,0.011098600404113052
741.1105670034018,-40.27986169316495,-168.1498722351059,0.995691550866034,0.009641214321103308
795.571504275413,-41.60545914904632,-168.86442001316422,0.9952203374256746,0.008272681130771913
854.034534919995,-42.85003163446792,-169.50787206538098,0.995223009808995,0.00716834380732521
916.7937550758662,-44.091251499495705,-170.08803870944485,0.9949020070029434,0.006211803827444694
984.1648727060499,-45.30339092127974,-170.4991541290847,0.9943879348189092,0.005399907247993793
1056.48679575524,-46.5960114895703,-170.9208339012564,0.9936839626936369,0.004649943824073772
1134.1233370138268,-47.79731549800084,-171.61229514170714,0.9932015383085375,0.004047357888141361
1217.4650442648456,-49.02083254176923,-171.81309821179522,0.9925593972191039,0.0035132971094666483
1306.931164920322,-50.337219743463315,-172.20417158073064,0.9914143502319873,0.00301574220287797
1402.9717550300504,-51.59810984110315,-172.68212993738453,0.9904864964887633,0.0026058119238927323
1506.0699432721083,-52.769506525535796,-173.27586912138136,0.9894483150089088,0.002274666789947615
1616.7443613140094,-54.09462204864049,-173.09088262973853,0.9883648404220177,0.0019506806915402409
1735.551752770345,-55.34698978373345,-174.05214767138236,0.9870701921224895,0.001686547386455419
1863.0897738811964,-56.52205274737664,-174.08397844938528,0.9855662248725213,0.0014709000899853007
2000.0000000000002,-57.80597514100033,-174.2596695747735,0.9839851916916068,0.0012667467700305912
